,topic,category,content
138,Govt calls out Twitter for violating India's free speech laws: Bloomberg report,technology,"The government has called out Twitter for violating the Indian Constitution and free speech rights, Bloomberg reported. The Ministry of Information Technology objected to the suspension of lawyer Sanjay Hegde's Twitter account about three years ago in a court filing last week, it further added. It had earlier said the matter was for Twitter and Hegde to resolve."
139,Google Translate adds support for 24 new languages including 8 Indian languages,technology,"Google Translate is adding support for 24 new languages including eight new Indian language, the internet giant announced at its annual developer conference Google I/O 2022. Assamese, Bhojpuri, Sanskrit, Dogri, Konkani, Maithili, Meiteilon (Manipuri), and Mizo are among the added languages. Google said it is also adding indigenous languages of the Americas such as Quechua, Guarani and Aymara."
140,"Health, digital adoption among '5 megatrends' for the future: Tata Sons Chairman",technology,"Tata Sons Chairman N Chandrasekaran has listed 'Digital adoption', 'Supply chain rebalance', 'Sustainability', 'Health' and 'Global talent pool' as the ""five megatrends"" for the future. He said these will have a ""big impact"" on economies, countries and businesses globally.  ""All businesses will have to become AI and data businesses...No industry can escape this trend,"" he said on digital adoption."
141,Musk jokingly agrees to hand over Twitter's control to YouTuber MrBeast if he dies,technology,"Elon Musk jokingly agreed to hand over control of Twitter to 24-year-old YouTuber MrBeast if he dies. Musk had tweeted, ""If I die under mysterious circumstances, it's been nice knowing ya,"" after Roscosmos chief Dmitry Olegovich Rogozin accused the Tesla CEO of supplying ""fascist forces in Ukraine"". ""Elon, you'll be held accountable like an adult,"" Rogozin said."
142,"I agree with Musk on bans, Trump's ban was a business decision: Dorsey",technology,"Twitter Co-founder Jack Dorsey has said that he agrees with Tesla CEO Elon Musk that there shouldn't be permanent bans on individual Twitter users. This comes after Musk said he will reverse former US President Donald Trump's permanent Twitter ban. Dorsey said Trump's ban was a ""business decision"" and that ""it shouldn't have been""."
143,Apple's top engineer quits due to company's return to office policy: Report,technology,"Ian Goodfellow, Apple's Director of Machine Learning, is reportedly leaving the company over its return to office policy. According to The Verge reporter Zoë Schiffer, Goodfellow told the company's staff, ""I believe strongly that more flexibility would have been the best policy for my team."" Starting May 23, Apple reportedly requires employees in the office three days a week."
144,Deplatforming is a big deal: IT minister Chandrasekhar to Musk on Trump's Twitter ban,technology,"Union Minister of State for Electronics and Information Technology Rajeev Chandrasekhar on Wednesday tagged Tesla CEO Elon Musk on Twitter and wrote, ""Deplatforming is a big deal"" on a news article about former Twitter CEO Jack Dorsey backing Musk's plan to reinstate former US President Donald Trump's Twitter account. Chandrasekhar also wrote, ""It's a violation of fundamental rights of users."""
145,Google teases smart glasses prototype that translates languages in real time,technology,Google CEO Sundar Pichai on Wednesday teased a pair of smart glasses capable of translating languages in real time during Google's I/O developer summit. The company claimed that someone with the augmented reality glasses might be able to understand what another person is saying just by reading captions that are presented through the lenses while the other person speaks.
146,$800 billion wiped off crypto market's value in a month,technology,"Crypto assets lost $800 billion in market value over the past month, touching a low of $1.4 trillion on Tuesday, as per data site CoinMarketCap. This comes as world's largest cryptocurrency Bitcoin briefly hit a 10-month low on Tuesday before rebounding to $31,450. Meanwhile, stablecoin TerraUSD lost a third of its value as it lost its peg to the dollar."
147,Apple testing folding panel for iPhone and iPad: Report,technology,"Apple is developing a new folding OLED screen that would eventually be used in a folding iPhone or iPad, South Korea's TheElec reported. Apple is reportedly developing a polarizer-less OLED screen, the same technology which is used by Samsung in its Galaxy Z Fold3 and its Eco2OLED display. Currently, polarizer is being used in some conventional folding displays."
148,24x7 digital payments helpline 'DigiSaathi' now on WhatsApp: NPCI,technology,"The government's 24x7 helpline 'DigiSaathi' that provides information on digital payment products and services is now available on WhatsApp, the National Payments Commission of India (NPCI) said. Users can access the helpline by texting +91-892-891-3333 via WhatsApp. It answers queries on cards, UPI, NEFT, RTGS, Wallets, ATM, QR (UPI/Bharat), mobile and net banking, among others."
149,Musk says Tesla is open to buying a mining firm in push for clean energy,technology,"Tesla CEO Elon Musk has said that Tesla is open to buying a mining company in a push for the worldwide adoption of clean energy technologies. ""It's not out of the question. We will address whatever limitations are on accelerating the world's transition to sustainable energy. It's not that we wish to buy mining companies,"" he added.

"
150,Elon Musk's tweets on taking Tesla private were reckless: US judge,technology,"A US judge said in an April judgement that Tesla CEO Elon Musk's 2018 tweets on taking Tesla private were inaccurate and reckless, adding ""there was nothing concrete"" about financing from Saudi Arabia's PIF. ""Rather, discussions between Tesla and the PIF were clearly at the preliminary stage,"" the judge added. Musk has insisted that tweets were entirely truthful."
151,"Starlink resisted Russian hacks, but they're ramping up efforts: Musk",technology,"SpaceX CEO Elon Musk in response to a report on Russia attacking satellite internet in Ukraine said, ""Starlink has resisted Russian cyberwar jamming and hacking attempts so far, but they're ramping up their efforts."" Western nations' officials said Russia took tens of thousands of modems offline when the war started. Viasat's KA-SAT network had faced the attack in late February."
152,Tesla recalls 1.3 lakh vehicles in US over display malfunction,technology,"Tesla is recalling about 1.3 lakh vehicles in the US following an overheating issue that may cause the center touchscreen display to malfunction, the National Highway Traffic Safety Administration said. The recall includes Tesla's 2021-2022 models S and X and its 3 and Y models from 2022. No crashes or injuries have been reported due to the issue, Tesla said."
153,Musk's delay in disclosing Twitter stake under probe by US SEC: WSJ,technology,"The US SEC is investigating Tesla CEO Elon Musk's delay in disclosing his Twitter stake last month, the WSJ reported. Musk had revealed his 9.2% stake in Twitter to SEC on April 4, a delay of at least 10 days since surpassing the 5% threshold for revealing a shareholding. Musk has lately been embroiled in a dispute with the SEC."
154,"Google to pay over 300 news publishers in EU, more to follow ",technology,"Google has agreed to pay over 300 publishers across the EU for their news and will roll out a tool for others to sign up too. However, Google has not revealed how much publishers will be paid. The EU had earlier adopted the copyright rules that require Google and other online platforms to pay news publishers for using their work.
"
155,Spain dismisses spy chief over scandal involving Pegasus spyware,technology,"Spanish spy chief Paz Esteban has been dismissed over a dual phone-hacking scandal involving Pegasus spyware, Defence Minister Margarita Robles said. ""Of course there are security flaws and there will continue to be,"" Robles said. Spain's National Intelligence Centre is also being questioned over its failure to prevent PM Pedro Sanchez and other officials' phones from being hacked using Pegasus."
156,"Chinese burn 3 am oil, Americans avoid going to work at all: Musk",technology,"The world's richest person Elon Musk praised Chinese workers in a recent interview. He said, ""[Chinese] won't just be burning the midnight oil...they'll be burning the 3 am oil...whereas, in America, people are trying to avoid going to work at all."" Musk added that most of Tesla's competition would come from China while adding, ""There are...supertalented hardworking people in China."" "
157,Will stay at Tesla as long as I can be useful: Elon Musk,technology,"Tesla CEO Elon Musk on being asked about how long he expects to stay at Tesla, said, ""As long as I can be useful."" Musk, who is in talks to buy Twitter, is expected to become the platform's temporary CEO. Earlier in July 2021, Musk had said he has tried ""very hard not to be the CEO of Tesla""."
158,Experience a new era of cooling with Carrier air conditioners: Carrier,technology,"Carrier announced that as the inventor of modern air conditioning, it has kept in sync with evolving consumer demands for energy-efficient room air conditioners with advanced features. The 2022 range of air conditioners includes personalized cooling on a single click with Flexicool 6-in-1, faster cooling with Insta Cool and easy access to features with Carrier Smart Connect, the company stated."
159,Rajasthan Royals becomes a Green Yodha: Schneider Electric,technology,"Energy automation company, Schneider Electric partners with Rajasthan Royals as their official sustainability partner. The collaboration aims to make cricket a sustainable sport. The team will play the IPL 2022 season's first carbon-neutral cricket match on May 11 as part of the Green Yodha sustainability initiative."
160,"Bitcoin briefly drops below $30,000 for first time since July 2021",technology,"Bitcoin, in the early hours of Tuesday, fell below $30,000 for the first time since July 2021. Its value fell as low as $29,764 on Tuesday before recovering above $30,000. Bitcoin's value has more than halved from its all-time high which was close to $69,000 in November. The fall in cryptocurrencies followed a drop in US equities and other markets."
161,Twitter will comply with EU content rules after takeover: Elon Musk,technology,"Tesla CEO Elon Musk has said that Twitter will comply with European Union’s rules on content once his proposed takeover is completed. Musk met Thierry Breton, the EU’s Internal Market Commissioner on Monday for the same. The EU agreed on the Digital Services Act last month, which was aimed at urging technology platforms to better police their published content. "
162,"Musk's $44 bn Twitter deal at risk of being repriced lower, warns short-seller",technology,"Elon Musk's $44 billion offer to buy Twitter could get repriced lower if he walked away from the deal, short-seller Hindenburg Research warned on Monday. ""Musk holds all the cards here,"" Hindenburg, which has a short position on Twitter, said. ""If Musk's bid for Twitter disappeared tomorrow, Twitter's equity would fall by 50% from current levels,"" it added."
163,Where's edit button?: Musk's mom after mistake in her tweet about Taj Mahal,technology,"Maye Musk, the mother of the world's richest man Elon Musk who is buying Twitter, took to Twitter to share a picture from her Taj Mahal visit. ""I went to the Taj Mahal in 2007...It is beautiful,"" she tweeted, however, she later tweeted, ""Not 2007, 2012. Where is that edit button?"" Earlier, Twitter confirmed it's working on an edit button."
164,"El Salvador buys $15 million worth of Bitcoin as it briefly drops below $30,000",technology,"El Salvador's President Nayib Bukele on Tuesday took to Twitter to announce that the country has purchased 500 Bitcoins worth more than $15 million. ""El Salvador just bought the dip,"" Bukele said, adding that the coins were bought at an average price of $30,744. The country's purchase comes after Bitcoin briefly fell below $30,000 for first time since July 2021."
165,"Sharp fall in tech stocks crazy, feels like dot-com boom: Zerodha CEO",technology,"Zerodha's billionaire CEO Nithin Kamath on Tuesday tweeted, ""The sharp fall in the stock prices of high growth tech companies across the globe is getting crazy, feels like the dot-com boom."" He added, ""India has weathered the storm mostly because not many such companies are listed & many private ones raised a lot of money last year."""
166,New Indian VPN regulations are an assault on privacy: ProtonVPN,technology,"VPN service ProtonVPN, operated by a Swiss company, called India's new VPN regulations ""an assault on privacy"", adding that they ""threaten to put citizens under a microscope of surveillance"". ""We remain committed to our no-logs policy,"" it added. The new VPN regulations released by CERT-In require VPN service providers to collect and hold user data for five years or longer."
167,"Layout of 'world's first Bitcoin City' in El Salvador unveiled, President shares pics",technology,El Salvador's President Nayib Bukele has shared the layout of the 'world's first Bitcoin City' that will initially be funded by Bitcoin-backed bonds. Bukele shared on Twitter pictures of a gold-coloured 3D model and rendered images of the city. 'Bitcoin City' will be constructed at the foot of a volcano which is being used to mine Bitcoin using geothermal energy.
168,"I saw the Taj Mahal in 2007, it's truly a wonder of the world: Elon Musk",technology,"World's richest man Elon Musk on Monday tweeted, ""It's amazing. I visited in 2007 and also saw the Taj Mahal, which truly is a wonder of the world."" Musk was responding to a tweet that claimed to show a facade from a fort in Agra. Several Indian Twitter users responded to Musk's tweet, asking, ""Any plans to visit India soon?"""
169,"After Musk's Taj Mahal tweet, his mother says his grandparents flew there in 1954",technology,"After Elon Musk tweeted he visited Taj Mahal in 2007 and called it a ""wonder of the world"", his mother Maye Musk shared that his grandparents flew to the Taj Mahal from South Africa in 1954. She tweeted, ""The only people to ever do this trip in a single-engine propeller plane, without a radio or GPS. Their motto 'Live dangerously...carefully'."""
170,Microsoft to help cover US employees' travel costs for abortion,technology,"Microsoft has said that it will cover travel costs for employees in the US who need to travel out of state for an abortion. The move comes after a recent draft leak from US Supreme Court proposed abolishing abortion rights nationwide. Several companies, including Yelp, Tesla and Amazon, among others have pledged to cover this cost for their American employees. "
171,"Office as we know it, is over: Airbnb CEO on letting staff work remotely forever",technology,"After Airbnb allowed its employees to work remotely forever, the company's CEO Brian Chesky said, ""I think that the office as we know it, is over."" He added, ""We can't try to hold on to 2019 any more than 1950. We have to move forward."" Chesky questioned whether the office would be invented today if it didn't already exist."
172,When are you coming to deliver 1st Tesla? Paytm CEO on Musk's Taj Mahal tweet,technology,"Paytm CEO Vijay Shekhar Sharma took to Twitter to react to Tesla CEO Elon Musk's tweet on the Taj Mahal. Sharma tweeted, ""It'll be an incredible challenge for Tesla to build FSD for India. We're known to be the most unruly road users. That said, when are you coming here to deliver the first Tesla here at the Taj?"
173,Twitter has strong left-wing bias: Musk on tweet inciting violence against anti-abortionists,technology,"Tesla CEO Elon Musk has said that Twitter ""obviously"" has a strong left-wing bias. Musk was responding to Mike Cernovich, a right-wing activist and conspiracy theorist, who highlighted that ""a verified account is allowed to incite terrorism without any care in the world about being banned"". Cernovich had shared a screenshot of a journalist's tweet encouraging violence against anti-abortionists."
174,"Russia's Rutube remains offline for 2nd day, says, 'Hit with biggest cyberattack'",technology,"Russia's video platform Rutube remained offline for a second consecutive day on Tuesday after it was hit by a cyberattack just before it was about to stream the Victory Day parade in Moscow on Monday. ""We have, in fact, been hit with the biggest cyberattack in Rutube's history,"" the platform said in a message on Telegram on Tuesday."
175,Tinder-owner sues Google to stop its app from exiting Play Store,technology,"Tinder-owner Match Group has sued Google on Monday, calling the action a ""last resort"" to prevent Tinder and its other apps from being removed from the Play Store for refusing to share up to 30% of their sales. ""Like any business, we charge for our services, and like any responsible platform, we protect users against fraud,"" Google said."
176,Govt aiming to make India a global drone hub by 2030: Scindia,technology,"Union Minister Jyotiraditya Scindia has said the government is aiming to make India a global drone hub by 2030. Addressing the 'Experience Studio on Drones' event organised by NITI Aayog, Scindia said the drone industry has a huge potential and can lead to 10,000 jobs. He added India would need nearly a lakh drone pilots in the coming years."
177,Gay dating app Grindr to go public in $2.1 billion SPAC deal,technology,"Gay dating app Grindr has said it will go public through a merger with a blank-check acquisition firm, a deal that values it at $2.1 billion. The app's existing shareholders would own 78% of the company after the merger. Singapore-based SPAC Tiga Acquisition will be merging with Grindr. Under the deal, Grindr will receive $284 million in cash from Tiga."
178,German antitrust body's data curb order 'clearly flawed': Meta,technology,"Meta on Tuesday said German antitrust watchdog's order to curb Facebook's data collection is ""clearly flawed"". The order, passed in 2019, said Facebook had abused its market power by collecting users' data without their consent and ordered it to stop. Meta also criticised the German watchdog for not cooperating with the Irish data protection regulator which supervises Facebook."
179,Meta considers reducing money it gives news firms: Report,technology,"Facebook-parent Meta is considering reducing what it pays to news organisations as it reevaluates its partnerships formed in the last few years, The Information reported citing sources. The firm has seen a drop in users clicking on links to news articles since former US President Donald Trump left office. Meta earlier said it was slowing the growth of its workforce."
180,Ex-Facebook moderator sues Meta over working conditions in Kenya,technology,A former moderator working for Meta has filed a lawsuit against it alleging poor working conditions for contracted content moderators in Kenya. The suit alleges workers moderating Facebook posts have been subjected to unreasonable working conditions including irregular pay and inadequate mental health support. Meta's local outsourcing company Sama has been sued as well.
181,Indonesian President plans to meet Musk over nickel supply,technology,"Indonesian President Joko Widodo is planning to meet Tesla CEO Elon Musk during a US visit this week, the country's Coordinating Minister Luhut Binsar Pandjaitan said. He added that Musk's representatives were currently in Indonesia and due to visit the nickel production hub of Morowali. Indonesia wants to enter the global supply chain of the EV industry, Luhut said previously. "
182,"Canada, US' electric aircraft firms want to manufacture in India: Scindia",technology,"Several electric vertical take-off and landing (eVTOL) companies from the US and Canada are interested in setting up units in India, Civil Aviation Minister Jyotiraditya Scindia said on Tuesday. He added that eVTOL aircrafts are currently being used by the defence forces of the two countries. An e-VTOL aircraft uses electric power to hover, take off and land vertically."
183,Sony's Q4 operating profit more than doubles to $1.06 billion,technology,"Sony has reported that its fourth-quarter operating profit more than doubled to $1.06 billion, helped by strong performance in its gaming and network services business. Sony's profit for the three months to March 31 stood at $510 million a year earlier. For the current year, Sony forecast operating profit to fall to $8.8 billion from $9.2 billion.
 "
184,Blue Origin mission to fly first Mexican-origin woman to space,technology,"Billionaire Jeff Bezos-led Blue Origin has announced that NS-21 mission, the company's fifth human spaceflight, will include the first Mexican-origin woman to visit space. Katya Echazarreta, 26, is an electrical engineer and ex-NASA test lead. Her seat is sponsored by Space for Humanity and she will provide representation for women and minorities interested in STEM fields, Blue Origin said."
185,"What is the passwordless sign-in tech that Google, Apple & Microsoft teamed up for?",technology,"Google, Microsoft and Apple on May 5 announced they are teaming up to expand support for a common passwordless sign-in standard created by the FIDO Alliance and the World Wide Web Consortium. Through the new system, sign-ins will be possible through the same actions that users take to unlock their devices, like fingerprint or face verification or a device PIN."
186,"Bitcoin falls to the lowest level since January, trades below $34,000",technology,"Bitcoin fell on Monday to as low as $33,266 in morning trade, nearing January's low of $32,951 as slumping equity markets continued to hurt cryptocurrencies. It then steadied to trade above $33,600. According to BBC, the world's largest cryptocurrency has fallen by 50% since its peak in November 2021."
187,"17-year-old boy builds 'mind-controlled' robotic arm in US, pic surfaces",technology,A 17-year-old from Virginia in the US has invented a robotic prosthetic arm that can be controlled by the mind. Benjamin Choi used his sister's 3-D printer and some fishing line to print individual parts of the arm and then bolted them all together. It uses an artificial intelligence (AI) algorithm to interpret the user's brain waves.
188,"If I die under mysterious circumstances, nice knowing ya: Musk after Russian threats",technology,"Tesla CEO Elon Musk has tweeted, ""If I die under mysterious circumstances, it's been nice knowing ya."" Shortly before this, Musk shared a post that he said was a statement by the Roscosmos director Dmitry Olegovich Rogozin to Russian media that accused Musk of supplying ""fascist forces in Ukraine"". ""Elon, you'll be held accountable like an adult,"" the statement read.
"
189,Elon Musk planning a new Twitter product codenamed 'X': Report,technology,"World's richest man Elon Musk, who's acquiring Twitter for $44 billion, plans to launch a new Twitter product codenamed ""X"", according to his investor presentation obtained by The New York Times. Musk expects to launch the product in 2023 and estimates it would have nine million subscribers in its first year and 104 million subscribers by 2028, the NYT reported."
190,"Japan will cease to exist, Venice dying due to very low birth rates: Musk",technology,"The world's richest man Elon Musk recently tweeted, ""At the risk of stating the obvious, unless something changes to cause the birth rate to exceed the death rate, Japan will eventually cease to exist."" He added, ""This would be a great loss for the world."" In another tweet, Musk said, ""Venice is slowly dying due to very low birth rates."""
191,Best investment you'll make: Poonawalla suggests Musk to make Tesla cars in India,technology,"The Serum Institute of India's Adar Poonawalla on Sunday suggested Tesla CEO Elon Musk to invest in India by manufacturing Tesla cars in the country. Poonawalla wrote, ""Just in case you don't end up buying Twitter, do look at investing...in India for high-quality large-scale manufacturing of Tesla cars. I assure you this will be the best investment you'll ever make."""
192,Job interest in Twitter rises over 250% after it accepts Musk's buyout deal,technology,"The interest in Twitter jobs on Glassdoor rose 263% in a week after Twitter accepted Elon Musk's $44 billion takeover bid. The data was shared on Twitter by Daniel Zhao, Glassdoor's lead data scientist. ""Say what you will about Elon, he does have a large fanbase of people excited to work for him,"" Zhao tweeted."
193,"Amazon driver leaves 'kind' message for girl fighting cancer in US, Bezos reacts",technology,"Amazon Founder Jeff Bezos took to Instagram Stories to share the story of Amazon driver Asani Anderson who left a message for an 8-year-old girl battling cancer in US while dropping off packages. ""Amazon is praying 4 Aubrey luv you!"" the message by Anderson read. Reacting to the gesture, Bezos wrote on Instagram, ""Kindness makes our world better...Anderson embodies it."""
194,Baseless and untrue: ED as Xiaomi alleges it threatened staff with 'violence',technology,"After Xiaomi alleged in a court filing that its top executives faced threats of ""physical violence"" during a probe by the Enforcement Directorate (ED), the agency responded saying that the claims are ""untrue and baseless"". The ED said that ""there was no coercion or threat to the officers of the company"" and that they deposed their statements before ED voluntarily."
195,"'Got a call saying I'm laid off,' says woman days before she was due to join Meta",technology,"In a widely-shared LinkedIn post, Stephanie Washington, who was hired as a Recruiting Coordinator for Meta, said she was laid off just days before she was due to join the workplace. ""I just signed...apartment lease 15 minutes before my manager called me...They are only compensating us for six weeks of pay after a month-long process of interviews,"" she wrote."
196,"Faulty battery cells caused e-scooter fires, initial govt probe finds: Report",technology,"An initial investigation by a government agency into the recent electric scooter fires in India has found faulty battery cells and modules as the leading cause, Reuters reported. The probe reportedly looked into fire incidents involving Ola, Okinawa and Pure EV scooters. ""In Ola's case, the battery cells were found to be an issue,"" Reuters quoted a source as saying."
197,Work ethic expectations from Twitter employees will be extreme: Elon Musk,technology,"The world's richest man Elon Musk tweeted ""work ethic expectations would be extreme"" after he completes the $44 billion acquisition of Twitter. He added that expectations from Twitter employees will be ""much less than I demand of myself"". Musk earlier said Twitter will be ""super focussed"" on software engineering, design, information security and server hardware after he acquires Twitter."
198,Anonymity is an 'inherent risk' in use of blockchain tech: FM Sitharaman,technology,"Finance Minister Nirmala Sitharaman said anonymity is an ""inherent risk"" in use of blockchain technology and urged people to take precaution in future with a rise in the use of this technology. Calling distributed ledger technology (DLT) ""beautiful"", she added, ""Unless we...guard ourselves against that anonymous element...we'll be exposing ourselves much more than...we would've imagined."""
199,I will do my best to stay alive: Musk to his mother after 'mysterious dying' tweet,technology,"Soon after Tesla CEO Elon Musk shared a tweet about his ""mysterious death"", his mother Maye Musk commented that it wasn't funny. Responding to her, Musk wrote, ""Sorry! I will do my best to stay alive."" Musk's 'dying' tweet came after he shared a statement by the Roscosmos director that threatened him for supplying ""fascist forces"" to Ukraine. "
200,Tesla accuses ex-engineer of returning dummy laptop after stealing data secrets,technology,"Tesla has sued former engineer, Alexander Yatskov, for allegedly transferring confidential information on its supercomputer technology to his personal devices and turning over a ""dummy"" laptop to cover up theft. Yatskov quit in May and has refused to return the stolen data, claimed Tesla. The company also accused him of lying on his resume about his expertise and work experience."
201,Twitter CEO's wife is General Partner at VC firm backing Musk's Twitter deal,technology,"Twitter CEO Parag Agrawal's wife Vineeta Agarwala is a General Partner at Andreessen Horowitz, the venture capital (VC) firm that has agreed to invest $400 million in Elon Musk's Twitter takeover deal. Vineeta leads investments for Andreessen Horowitz's biotech and medical fund. As per reports, Musk is expected to serve as the temporary Twitter CEO after he completes the takeover."
202,"Who is Jared Birchall, who manages the world's richest man Elon Musk's wealth?",technology,"Jared Birchall is the Managing Director of Excession, the family office of the world's richest man Elon Musk that handles his almost $250 billion fortune. Birchall also serves various roles at the Musk Foundation, Musk's school Ad Astra and his brain-implant startup Neuralink, and several of Musk's other LLCs. He has recently helped Musk secure financing for $44-billion Twitter takeover."
203,I'm okay with going to hell: Musk after 'If I die under mysterious circumstances' tweet,technology,"World's richest man Elon Musk tweeted, ""I'm ok with going to hell, if that is indeed my destination, since the vast majority of all humans ever born will be there."" Musk's tweet came hours after he tweeted, ""If I die under mysterious circumstances, it's been nice knowing ya."" Musk's tweets sparked speculation about whether he was receiving threats from Russia."
204,"Instagram to support NFTs from Ethereum, Polygon, Solana: Report",technology,"Instagram is set to allow users to post and share their non-fungible tokens (NFTs) on the platform, CoinDesk reported. As per the report, Instagram is planning NFT integration with Ethereum, Polygon, Solana and Flow, which are the networks that host the majority of trading in NFTs. The pilot will reportedly feature a small group of US-based NFT enthusiasts."
205,Imported EV cells may not be suitable for Indian conditions: NITI Aayog member,technology,"Battery cells imported for electric vehicles (EVs) may not be suitable for Indian conditions, NITI Aayog Member VK Saraswat said after multiple incidents of EVs catching fire were reported from across the country. ""We should make sure that whatever cells we manufacture are suitable for Indian conditions of high temperature,"" Saraswat said. We must rigorously test imported cells, he added."
206,"EU law regulating Apple, Google to come into effect in spring 2023",technology,"The European Union will begin enforcing the Digital Markets Act (DMA) in spring 2023, European Commission Executive Vice President Margrethe Vestager has stated. The antitrust law aims to curb the power of 'gatekeeper companies', including Meta, Google, Microsoft, Apple and Amazon. If found violating rules repeatedly, these entities could be fined up to 20% of their total global turnover."
207,Apple China plant workers clash with guards over COVID-19 lockdowns,technology,"Hundreds of Apple Shanghai plant workers clashed with guards on Thursday after weeks at the plant under COVID-19 lockdown. The factory, owned by Taiwan's Quanta, has been operating under tight restrictions since the beginning of April. The employees are reportedly worried about positive COVID-19 cases on the campus. Tensions broke after workers tried to return to dormitories after their shifts."
208,"Facebook to drop Nearby Friends, other location-based features",technology,"Facebook has started notifying its users that its Nearby Friends, weather alerts, location history and other location-based features won't be available after May 31, 9to5Mac reported. All user information related to these features will reportedly be deleted from Facebook's servers. Users can download their background location data and location history till August 1, the report added.
"
209,Humans will land on Mars within this decade: SpaceX President ,technology,"SpaceX President and COO Gwynne Shotwell told CNBC that SpaceX will likely land humans on Mars before the end of the 2020s. ""I think it'll be in this decade, yes. People on the moon, sooner,"" Shotwell said. She added, ""We need to get a large delivery to the surface of Mars, and then people will start thinking harder about it."""
210,NVIDIA to pay $5.5 million penalty over cryptomining disclosures,technology,"NVIDIA has agreed to pay $5.5 million to settle civil charges that it did not properly disclose the impact of cryptomining on its gaming business. In consecutive quarters in FY 2018, NVIDIA failed to reveal that cryptomining was a ""significant element"" of its revenue growth from sales of chips designed for gaming. NVIDIA did not admit or deny the findings."
211,L&T Infotech announces merger with Mindtree,technology,"Larsen & Toubro Infotech (L&T Infotech) on Friday announced that its board has approved a scheme of amalgamation and arrangement with Mindtree. Under the scheme, L&T Infotech will issue 73 shares for every 100 shares of Mindtree. After the completion of the merger, Larsen & Toubro Limited will hold a 68.73% stake in 'LTIMindtree', the combined entity."
212,"Xiaomi allowed to operate seized assets worth ₹5,551 crore by K'taka HC",technology,"Karnataka High Court has stayed the ED's decision to seize ₹5,551.27 crore from Xiaomi Technology India Private Limited's bank accounts for suspected violations of foreign exchange laws. The court has allowed Xiaomi to operate its seized accounts for day to day activities. The company earlier said its ""royalty payments and statements to the bank are all legit and truthful""."
213,Musk didn't have plan for Twitter: CEO of Binance which is investing $500 mn in buyout,technology,"Binance's CEO Changpeng Zhao told Financial Times that the cryptocurrency exchange's $500 million investment to help Elon Musk acquire Twitter is ""more of a blank cheque"". He said, ""[Musk] didn't have a plan for Twitter. There isn't...a business plan."" Zhao further said, ""After the investment...Elon will figure out what he wants to do, and we'll be supportive of that."""
214,WhatsApp working on feature to allow group admins to delete others' texts: Report,technology,"Meta owned WhatsApp is working on a new feature that will enable group admins to delete messages posted by other members on the group, as per a report. The move will reportedly enable admins to act as moderators of a group. Apart from this, WhatsApp is also working on extending the time to delete a message for everybody. 
"
215,"Musk, Twitter sued by Florida pension fund to delay $44 bn deal",technology,"Elon Musk and Twitter were sued by a Florida pension fund seeking to stop Musk from completing his $44 billion buyout before 2025. The fund cited a Delaware law under which shareholders who own over 15% of a company can't enter a merger without two-thirds of remaining shares granting approval. Musk is effective ""owner"" of over 15% of Twitter shares.

"
216,Govt asks VPN providers to store user data for 5 years or face up to 1 year in jail ,technology,"The government's CERT-In requires VPN service providers to collect and hold user data for five years or longer under new rules applicable from June-end. Non-compliance may invite punitive action under subsection (7) of section 70B of the IT Act, 2000. Non-compliance may lead to up to one year of imprisonment or a fine of up to ₹1 lakh, or both."
217,"Musk denies Trump 'encouraged' him to buy Twitter, says 'had no communication'",technology,"Tesla CEO Elon Musk took to Twitter to react to a report that quoted Truth Social CEO Devin Nunes who said that Donald Trump had ""encouraged"" Musk to buy Twitter. Musk tweeted, ""This is false. I’ve had no communication, directly or indirectly, with Trump, who has publicly stated that he will be exclusively on Truth Social."""
218,"Airtel broadband suffers outage in parts of Delhi, Bengaluru & other cities",technology,"Several users took to Twitter after Airtel broadband services suffered a major outage in parts of Delhi and nearby cities on Friday night. While Airtel is yet to issue an official statement on this, reports say the services were also hit in Mumbai, Bengaluru, Jaipur and Hyderabad. According to website outage monitoring platform DownDetector.com, the outage affected millions of users. "
219,"Swiggy agent books Dunzo to deliver man's order in B'luru, chat goes viral",technology,"A Twitter user in Bengaluru shared a screenshot of his chat where he revealed that while he had ordered coffee via Swiggy, the delivery agent booked a Dunzo delivery partner to deliver the item. Reacting to his tweet that is now going viral, Dunzo replied, ""In the @peakbengaluru metaverse of madness, Bichoo gang and Eagle gang work together."""
220,Musk aims to increase Twitter's revenue to $26.4 bn by 2028: Report,technology,"World's richest person Elon Musk is aiming to increase Twitter's annual revenue to $26.4 billion by 2028, up from $5 billion last year, the New York Times reported citing a pitch deck by Musk to investors. Advertising will reportedly fall to 45% of total revenue under Musk, down from about 90% in 2020, generating $12 billion in revenue in 2028.

"
221,Saudi Prince replies to Musk's 'How much of Twitter does the Kingdom own?' tweet,technology,"Saudi Prince Alwaleed bin Talal Al Saud has replied after Elon Musk asked, ""How much of Twitter does the Kingdom own, directly & indirectly?"" ""I believe you will be an excellent leader for Twitter. Kingdom Holding Company and I look forward to roll our ~$1.9billion in the 'new' Twitter,"" Alwaleed tweeted. Earlier, Alwaleed opposed Musk's offer to buy Twitter."
222,Musk told investors he could double their money if they backed Twitter deal: Report,technology,"Tesla CEO Elon Musk told investors that he was highly confident he could double or triple their money if they backed his $44 billion buyout of Twitter, as per a report. He reportedly also said he could double Twitter's users to over 500 million by 2025. Musk is said to temporarily serve as Twitter CEO after the deal is closed. "
